"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-006","광나루3주차장","12944","582874","2021/08"
"PLT-007","양화2주차장","1703","105195","2021/08"
"PLT-009","반포23주차장","63475","3298227","2021/08"
"PLT-011","잠실1234주차장","73986","3698002","2021/08"
"PLT-005","뚝섬1주차장","5710","393464","2021/08"
"PLT-005","뚝섬2주차장","18368","1254621","2021/08"
"PLT-005","뚝섬3주차장","9604","582445","2021/08"
"PLT-004","이촌34주차장","27015","1692940","2021/08"
"PLT-005","뚝섬1주차장","5710","393464","2021/08"
"PLT-008","여의도3주차장","25042","4140208","2021/08"
"PLT-007","양화1주차장","6738","529524","2021/08"
"PLT-006","광나루3주차장","13586","600042","2021/08"
"PLT-005","뚝섬2주차장","18368","1254621","2021/08"
"PLT-005","뚝섬3주차장","9604","582445","2021/08"
"PLT-001","강서1주차장","6903","411759","2021/08"
"PLT-004","이촌2주차장","9093","511138","2021/08"
"PLT-008","여의도5주차장","6806","1279170","2021/08"
"PLT-007","양화345주차장","23096","1370459","2021/08"
"PLT-003","망원23주차장","19889","1306034","2021/08"
"PLT-008","여의도1주차장","64957","4579581","2021/08"
"PLT-009","반포23주차장","66807","3424948","2021/08"
"PLT-008","여의도2주차장","25657","3064690","2021/08"
"PLT-010","잠원1-6주차장","75989","4882029","2021/08"
"PLT-009","반포1주차장","21197","938098","2021/08"
"PLT-007","양화345주차장","21766","1315389","2021/08"
"PLT-008","여의도3주차장","25042","4140208","2021/08"
"PLT-007","양화1주차장","6569","520331","2021/08"
"PLT-007","양화1주차장","6738","529524","2021/08"
"PLT-006","광나루3주차장","13586","600042","2021/08"
"PLT-005","뚝섬3주차장","9432","572205","2021/08"
"PLT-005","뚝섬2주차장","17996","1239793","2021/08"
"PLT-009","반포1주차장","21824","970531","2021/08"
"PLT-008","여의도3주차장","21425","3934393","2021/08"
"PLT-009","반포23주차장","66807","3424948","2021/08"
"PLT-011","잠실1234주차장","80229","3887182","2021/08"
"PLT-003","망원23주차장","20957","1357049","2021/08"
"PLT-009","반포23주차장","59625","3204834","2021/08"
"PLT-011","잠실1234주차장","69050","3583685","2021/08"
"PLT-003","망원23주차장","18661","1271344","2021/08"
"PLT-008","여의도1주차장","60598","4502987","2021/08"
"PLT-001","강서1주차장","6573","396172","2021/08"
"PLT-004","이촌2주차장","8568","485961","2021/08"
"PLT-008","여의도5주차장","6165","1252584","2021/08"
"PLT-007","양화345주차장","21766","1315389","2021/08"
"PLT-008","여의도1주차장","68815","4707490","2021/08"
"PLT-008","여의도2주차장","27233","3371543","2021/08"
"PLT-010","잠원1-6주차장","80548","5120462","2021/08"
"PLT-009","반포1주차장","22073","975115","2021/08"
"PLT-001","강서1주차장","6093","386208","2021/08"
"PLT-004","이촌2주차장","8003","472772","2021/08"
"PLT-008","여의도3주차장","24123","4073253","2021/08"
"PLT-008","여의도2주차장","23976","2924147","2021/08"
"PLT-010","잠원1-6주차장","71336","4753676","2021/08"
"PLT-009","반포1주차장","19758","906418","2021/08"
"PLT-009","반포23주차장","66807","3424948","2021/08"
"PLT-011","잠실1234주차장","80229","3887182","2021/08"
"PLT-003","망원23주차장","20957","1357049","2021/08"
"PLT-007","양화345주차장","23096","1370459","2021/08"
"PLT-008","여의도5주차장","6806","1279170","2021/08"
"PLT-004","이촌2주차장","9093","511138","2021/08"
"PLT-001","강서1주차장","6903","411759","2021/08"
"PLT-008","여의도3주차장","25042","4140208","2021/08"
"PLT-008","여의도1주차장","68815","4707490","2021/08"
"PLT-008","여의도2주차장","27233","3371543","2021/08"
"PLT-006","광나루12주차장","18353","996632","2021/08"
"PLT-004","이촌1주차장","2265","117737","2021/08"
"PLT-003","망원1주차장","9202","558301","2021/08"
"PLT-002","난지123주차장","50529","1979265","2021/08"
"PLT-007","양화2주차장","1703","105195","2021/08"
